Treatment,HOBO,"Date Time, GMT-04:00",TempF,Intensity
Control,p1,2016-03-31 19:30:00,57.614,4
Control,p1,2016-03-31 19:45:00.000003,57.096,0
Control,p1,2016-03-31 19:59:59.999997,56.577,0
Control,p1,2016-03-31 20:15:00,57.096,0
Control,p1,2016-03-31 20:30:00.000003,57.096,0
Control,p1,2016-03-31 20:44:59.999997,56.577,0
Control,p1,2016-03-31 21:00:00,56.923,0
Control,p1,2016-03-31 21:15:00.000003,57.958,0
Control,p1,2016-03-31 21:29:59.999997,57.785,0
Control,p1,2016-03-31 21:45:00,58.131,0
Control,p1,2016-03-31 22:00:00.000003,58.993,0
Control,p1,2016-03-31 22:14:59.999997,59.68,0
Control,p1,2016-03-31 22:30:00,59.851,0
Control,p1,2016-03-31 22:45:00.000003,59.68,0
Control,p1,2016-03-31 22:59:59.999997,59.851,0
Control,p1,2016-03-31 23:15:00,59.508,0
Control,p1,2016-03-31 23:30:00.000003,59.508,0
Control,p1,2016-03-31 23:44:59.999997,59.508,0
Control,p1,2016-04-01 00:00:00,59.851,0
Control,p1,2016-04-01 00:15:00.000003,60.024,0
Control,p1,2016-04-01 00:29:59.999997,59.337,0
Control,p1,2016-04-01 00:45:00,58.647,0
Control,p1,2016-04-01 01:00:00.000003,58.476,0
Control,p1,2016-04-01 01:14:59.999997,58.303,0
Control,p1,2016-04-01 01:30:00,57.958,0
Control,p1,2016-04-01 01:45:00.000003,57.785,0
Control,p1,2016-04-01 01:59:59.999997,57.268,0
Control,p1,2016-04-01 02:15:00,57.096,0
Control,p1,2016-04-01 02:30:00.000003,57.785,0
Control,p1,2016-04-01 02:44:59.999997,58.303,0
Control,p1,2016-04-01 03:00:00,58.647,0
Control,p1,2016-04-01 03:15:00.000003,58.82,0
Control,p1,2016-04-01 03:29:59.999997,58.82,0
Control,p1,2016-04-01 03:45:00,58.647,0
Control,p1,2016-04-01 04:00:00.000003,58.82,0
Control,p1,2016-04-01 04:14:59.999997,59.164,0
Control,p1,2016-04-01 04:30:00,59.508,0
Control,p1,2016-04-01 04:45:00.000003,59.508,0
Control,p1,2016-04-01 04:59:59.999997,59.337,0
Control,p1,2016-04-01 05:15:00,58.993,0
Control,p1,2016-04-01 05:30:00.000003,58.993,0
Control,p1,2016-04-01 05:44:59.999997,59.337,0
Control,p1,2016-04-01 06:00:00,58.647,0
Control,p1,2016-04-01 06:15:00.000003,58.303,0
Control,p1,2016-04-01 06:29:59.999997,58.131,0
Control,p1,2016-04-01 06:45:00,58.131,5
Control,p1,2016-04-01 07:00:00.000003,58.303,55
Control,p1,2016-04-01 07:14:59.999997,58.647,128
Control,p1,2016-04-01 07:30:00,58.82,97
Control,p1,2016-04-01 07:45:00.000003,59.337,368
Control,p1,2016-04-01 07:59:59.999997,60.883,512
Control,p1,2016-04-01 08:15:00,61.741,608
Control,p1,2016-04-01 08:30:00.000003,62.254,960
Control,p1,2016-04-01 08:44:59.999997,62.94,1152
Control,p1,2016-04-01 09:00:00,63.455,992
Control,p1,2016-04-01 09:15:00.000003,62.94,800
Control,p1,2016-04-01 09:29:59.999997,63.282,1664
Control,p1,2016-04-01 09:45:00,64.31,1280
Control,p1,2016-04-01 10:00:00.000003,63.626,1024
Control,p1,2016-04-01 10:14:59.999997,63.282,1664
Control,p1,2016-04-01 10:30:00,64.139,896
Control,p1,2016-04-01 10:45:00.000003,61.227,208
Control,p1,2016-04-01 10:59:59.999997,60.712,109
Control,p1,2016-04-01 11:15:00,61.398,368
Control,p1,2016-04-01 11:30:00.000003,62.083,800
Control,p1,2016-04-01 11:44:59.999997,62.94,1024
Control,p1,2016-04-01 12:00:00,64.825,2304
Control,p1,2016-04-01 12:15:00.000003,67.906,2688
Control,p1,2016-04-01 12:29:59.999997,66.879,1984
Control,p1,2016-04-01 12:45:00,66.193,2304
Control,p1,2016-04-01 13:00:00.000003,66.879,2432
Control,p1,2016-04-01 13:14:59.999997,70.137,3072
Control,p1,2016-04-01 13:30:00,74.271,5376
Control,p1,2016-04-01 13:45:00.000003,77.574,3840
Control,p1,2016-04-01 13:59:59.999997,78.8,2176
Control,p1,2016-04-01 14:15:00,74.791,2560
Control,p1,2016-04-01 14:30:00.000003,78.8,2688
Control,p1,2016-04-01 14:44:59.999997,77.749,2048
Control,p1,2016-04-01 15:00:00,81.621,1856
Control,p1,2016-04-01 15:15:00.000003,83.579,2176
Control,p1,2016-04-01 15:29:59.999997,81.266,1920
Control,p1,2016-04-01 15:45:00,78.098,2048
Control,p1,2016-04-01 16:00:00.000003,78.975,9728
Control,p1,2016-04-01 16:14:59.999997,83.221,7168
Control,p1,2016-04-01 16:30:00,78.274,1024
Control,p1,2016-04-01 16:45:00.000003,86.277,7936
Control,p1,2016-04-01 16:59:59.999997,89.017,1088
Control,p1,2016-04-01 17:15:00,75.659,960
Control,p1,2016-04-01 17:30:00.000003,70.995,1408
Control,p1,2016-04-01 17:44:59.999997,70.824,1152
Control,p1,2016-04-01 18:00:00,68.421,864
Control,p1,2016-04-01 18:15:00.000003,66.366,496
Control,p1,2016-04-01 18:29:59.999997,64.139,320
Control,p1,2016-04-01 18:45:00,62.598,224
Control,p1,2016-04-01 19:00:00.000003,61.054,95
Control,p1,2016-04-01 19:14:59.999997,59.851,34
Control,p1,2016-04-01 19:30:00,59.337,4
Control,p1,2016-04-01 19:45:00.000003,58.82,0
Control,p1,2016-04-01 19:59:59.999997,58.476,0
Control,p1,2016-04-01 20:15:00,58.303,0
Control,p1,2016-04-01 20:30:00.000003,57.958,0
Control,p1,2016-04-01 20:44:59.999997,57.958,0
Control,p1,2016-04-01 21:00:00,57.958,0
Control,p1,2016-04-01 21:15:00.000003,58.131,0
Control,p1,2016-04-01 21:29:59.999997,57.441,0
Control,p1,2016-04-01 21:45:00,57.096,0
Control,p1,2016-04-01 22:00:00.000003,57.958,0
Control,p1,2016-04-01 22:14:59.999997,59.337,0
Control,p1,2016-04-01 22:30:00,58.303,0
Control,p1,2016-04-01 22:45:00.000003,57.614,0
Control,p1,2016-04-01 22:59:59.999997,57.441,0
Control,p1,2016-04-01 23:15:00,58.131,0
Control,p1,2016-04-01 23:30:00.000003,57.268,0
Control,p1,2016-04-01 23:44:59.999997,56.23,0
Control,p1,2016-04-02 00:00:00,55.711,0
Control,p1,2016-04-02 00:15:00.000003,55.017,0
Control,p1,2016-04-02 00:29:59.999997,54.669,0
Control,p1,2016-04-02 00:45:00,54.842,0
Control,p1,2016-04-02 01:00:00.000003,55.017,0
Control,p1,2016-04-02 01:14:59.999997,55.884,0
Control,p1,2016-04-02 01:30:00,56.75,0
Control,p1,2016-04-02 01:45:00.000003,56.75,0
Control,p1,2016-04-02 01:59:59.999997,56.75,0
Control,p1,2016-04-02 02:15:00,56.404,0
Control,p1,2016-04-02 02:30:00.000003,56.577,0
Control,p1,2016-04-02 02:44:59.999997,56.577,0
Control,p1,2016-04-02 03:00:00,55.537,0
Control,p1,2016-04-02 03:15:00.000003,55.884,0
Control,p1,2016-04-02 03:29:59.999997,56.23,0
Control,p1,2016-04-02 03:45:00,56.404,0
Control,p1,2016-04-02 04:00:00.000003,56.23,0
Control,p1,2016-04-02 04:14:59.999997,56.23,0
Control,p1,2016-04-02 04:30:00,55.711,0
Control,p1,2016-04-02 04:45:00.000003,55.189,0
Control,p1,2016-04-02 04:59:59.999997,54.842,0
Control,p1,2016-04-02 05:15:00,54.842,0
Control,p1,2016-04-02 05:30:00.000003,54.842,0
Control,p1,2016-04-02 05:44:59.999997,54.669,0
Control,p1,2016-04-02 06:00:00,54.322,0
Control,p1,2016-04-02 06:15:00.000003,54.147,0
Control,p1,2016-04-02 06:29:59.999997,53.798,0
Control,p1,2016-04-02 06:45:00,53.623,2
Control,p1,2016-04-02 07:00:00.000003,53.973,25
Control,p1,2016-04-02 07:14:59.999997,53.973,21
Control,p1,2016-04-02 07:30:00,53.449,12
Control,p1,2016-04-02 07:45:00.000003,53.274,128
Control,p1,2016-04-02 07:59:59.999997,53.1,192
Control,p1,2016-04-02 08:15:00,53.623,208
Control,p1,2016-04-02 08:30:00.000003,53.449,109
Control,p1,2016-04-02 08:44:59.999997,52.75,224
Control,p1,2016-04-02 09:00:00,52.576,208
Control,p1,2016-04-02 09:15:00.000003,52.225,168
Control,p1,2016-04-02 09:29:59.999997,51.874,248
Control,p1,2016-04-02 09:45:00,52.576,400
Control,p1,2016-04-02 10:00:00.000003,52.75,576
Control,p1,2016-04-02 10:14:59.999997,53.274,512
Control,p1,2016-04-02 10:30:00,53.1,176
Control,p1,2016-04-02 10:45:00.000003,54.495,992
Control,p1,2016-04-02 10:59:59.999997,54.495,576
Control,p1,2016-04-02 11:15:00,53.973,864
Control,p1,2016-04-02 11:30:00.000003,54.495,1536
Control,p1,2016-04-02 11:44:59.999997,55.537,1216
Control,p1,2016-04-02 12:00:00,55.364,1536
Control,p1,2016-04-02 12:15:00.000003,57.441,1984
Control,p1,2016-04-02 12:29:59.999997,57.785,1536
Control,p1,2016-04-02 12:45:00,58.82,1920
Control,p1,2016-04-02 13:00:00.000003,57.441,1152
Control,p1,2016-04-02 13:14:59.999997,55.884,672
Control,p1,2016-04-02 13:30:00,55.364,1536
Control,p1,2016-04-02 13:45:00.000003,55.189,960
Control,p1,2016-04-02 13:59:59.999997,55.189,960
Control,p1,2016-04-02 14:15:00,54.495,960
Control,p1,2016-04-02 14:30:00.000003,56.23,1152
Control,p1,2016-04-02 14:44:59.999997,55.189,1408
Control,p1,2016-04-02 15:00:00,62.425,4096
Control,p1,2016-04-02 15:15:00.000003,57.441,608
Control,p1,2016-04-02 15:29:59.999997,59.68,2688
Control,p1,2016-04-02 15:45:00,62.254,2304
Control,p1,2016-04-02 16:00:00.000003,67.564,9216
Control,p1,2016-04-02 16:14:59.999997,66.879,12800
Control,p1,2016-04-02 16:30:00,64.139,1024
Control,p1,2016-04-02 16:45:00.000003,60.368,1408
Control,p1,2016-04-02 16:59:59.999997,64.481,2432
Control,p1,2016-04-02 17:15:00,64.31,896
Control,p1,2016-04-02 17:30:00.000003,58.993,496
Control,p1,2016-04-02 17:44:59.999997,55.537,2048
Control,p1,2016-04-02 18:00:00,53.798,400
Control,p1,2016-04-02 18:15:00.000003,52.225,768
Control,p1,2016-04-02 18:29:59.999997,52.576,336
Control,p1,2016-04-02 18:45:00,52.05,304
Control,p1,2016-04-02 19:00:00.000003,49.05,152
Control,p1,2016-04-02 19:14:59.999997,47.088,56
Control,p1,2016-04-02 19:30:00,45.828,12
Control,p1,2016-04-02 19:45:00.000003,45.104,0
Control,p1,2016-04-02 19:59:59.999997,44.379,0
Control,p1,2016-04-02 20:15:00,44.195,0
Control,p1,2016-04-02 20:30:00.000003,44.742,0
Control,p1,2016-04-02 20:44:59.999997,46.369,0
Control,p1,2016-04-02 21:00:00,46.548,0
Control,p1,2016-04-02 21:15:00.000003,47.446,0
Control,p1,2016-04-02 21:29:59.999997,48.16,0
Control,p1,2016-04-02 21:45:00,49.05,0
Control,p1,2016-04-02 22:00:00.000003,49.404,0
Control,p1,2016-04-02 22:14:59.999997,49.759,0
Control,p1,2016-04-02 22:30:00,49.582,0
Control,p1,2016-04-02 22:45:00.000003,49.228,0
Control,p1,2016-04-02 22:59:59.999997,48.517,0
Control,p1,2016-04-02 23:15:00,47.982,0
Control,p1,2016-04-02 23:30:00.000003,46.548,0
Control,p1,2016-04-02 23:44:59.999997,45.104,0
Control,p1,2016-04-03 00:00:00,46.369,0
Control,p1,2016-04-03 00:15:00.000003,47.802,0
Control,p1,2016-04-03 00:29:59.999997,48.517,0
Control,p1,2016-04-03 00:45:00,36.338,0
Control,p1,2016-04-03 01:00:00.000003,37.107,0
Control,p1,2016-04-03 01:14:59.999997,38.818,0
Control,p1,2016-04-03 01:30:00,40.509,0
Control,p1,2016-04-03 01:45:00.000003,41.994,0
Control,p1,2016-04-03 01:59:59.999997,42.548,0
Control,p1,2016-04-03 02:15:00,42.363,0
Control,p1,2016-04-03 02:30:00.000003,42.179,0
Control,p1,2016-04-03 02:44:59.999997,41.994,0
Control,p1,2016-04-03 03:00:00,39.196,0
Control,p1,2016-04-03 03:15:00.000003,37.87,0
Control,p1,2016-04-03 03:29:59.999997,37.488,0
Control,p1,2016-04-03 03:45:00,38.818,0
Control,p1,2016-04-03 04:00:00.000003,38.629,0
Control,p1,2016-04-03 04:14:59.999997,39.196,0
Control,p1,2016-04-03 04:30:00,39.384,0
Control,p1,2016-04-03 04:45:00.000003,39.573,0
Control,p1,2016-04-03 04:59:59.999997,38.25,0
Control,p1,2016-04-03 05:15:00,37.488,0
Control,p1,2016-04-03 05:30:00.000003,38.25,0
Control,p1,2016-04-03 05:44:59.999997,38.818,0
Control,p1,2016-04-03 06:00:00,36.723,0
Control,p1,2016-04-03 06:15:00.000003,36.338,0
Control,p1,2016-04-03 06:29:59.999997,35.951,10
Control,p1,2016-04-03 06:45:00,36.723,53
Control,p1,2016-04-03 07:00:00.000003,36.723,104
Control,p1,2016-04-03 07:14:59.999997,37.297,176
Control,p1,2016-04-03 07:30:00,39.007,464
Control,p1,2016-04-03 07:45:00.000003,36.531,224
Control,p1,2016-04-03 07:59:59.999997,36.145,672
Control,p1,2016-04-03 08:15:00,39.384,1152
Control,p1,2016-04-03 08:30:00.000003,40.509,2432
Control,p1,2016-04-03 08:44:59.999997,47.088,3456
Control,p1,2016-04-03 09:00:00,45.828,1472
Control,p1,2016-04-03 09:15:00.000003,46.188,5120
Control,p1,2016-04-03 09:29:59.999997,50.29,4864
Control,p1,2016-04-03 09:45:00,47.446,704
Control,p1,2016-04-03 10:00:00.000003,48.871,2560
Control,p1,2016-04-03 10:14:59.999997,56.923,9728
Control,p1,2016-04-03 10:30:00,73.753,13312
Control,p1,2016-04-03 10:45:00.000003,67.221,8704
Control,p1,2016-04-03 10:59:59.999997,81.266,18432
Control,p1,2016-04-03 11:15:00,89.938,20480
Control,p1,2016-04-03 11:30:00.000003,83.221,10752
Control,p1,2016-04-03 11:44:59.999997,77.749,5120
Control,p1,2016-04-03 12:00:00,68.248,1664
Control,p1,2016-04-03 12:15:00.000003,78.8,9728
Control,p1,2016-04-03 12:29:59.999997,85.014,20480
Control,p1,2016-04-03 12:45:00,86.459,22528
Control,p1,2016-04-03 13:00:00.000003,94.633,13312
Control,p1,2016-04-03 13:14:59.999997,94.444,16384
Control,p1,2016-04-03 13:30:00,93.873,13312
Control,p1,2016-04-03 13:45:00.000003,73.062,7936
Control,p1,2016-04-03 13:59:59.999997,62.254,2304
Control,p1,2016-04-03 14:15:00,53.798,1152
Control,p1,2016-04-03 14:30:00.000003,59.164,3328
Control,p1,2016-04-03 14:44:59.999997,80.029,17408
Control,p1,2016-04-03 15:00:00,93.493,14336
Control,p1,2016-04-03 15:15:00.000003,76.703,7680
Control,p1,2016-04-03 15:29:59.999997,56.23,960
Control,p1,2016-04-03 15:45:00,56.923,6656
Control,p1,2016-04-03 16:00:00.000003,69.449,9216
Control,p1,2016-04-03 16:14:59.999997,73.062,10240
Control,p1,2016-04-03 16:30:00,71.683,10240
Control,p1,2016-04-03 16:45:00.000003,72.199,2304
Control,p1,2016-04-03 16:59:59.999997,70.995,4096
Control,p1,2016-04-03 17:15:00,64.31,4608
Control,p1,2016-04-03 17:30:00.000003,53.1,672
Control,p1,2016-04-03 17:44:59.999997,49.582,704
Control,p1,2016-04-03 18:00:00,46.728,464
Control,p1,2016-04-03 18:15:00.000003,45.104,416
Control,p1,2016-04-03 18:29:59.999997,43.831,320
Control,p1,2016-04-03 18:45:00,42.732,240
Control,p1,2016-04-03 19:00:00.000003,41.439,152
Control,p1,2016-04-03 19:14:59.999997,39.947,72
Control,p1,2016-04-03 19:30:00,38.061,17
Control,p1,2016-04-03 19:45:00.000003,36.914,0
Control,p1,2016-04-03 19:59:59.999997,35.951,0
Control,p1,2016-04-03 20:15:00,34.981,0
Control,p1,2016-04-03 20:30:00.000003,34.394,0
Control,p1,2016-04-03 20:44:59.999997,33.805,0
Control,p1,2016-04-03 21:00:00,33.411,0
Control,p1,2016-04-03 21:15:00.000003,33.213,0
Control,p1,2016-04-03 21:29:59.999997,32.815,0
Control,p1,2016-04-03 21:45:00,32.418,0
Control,p1,2016-04-03 22:00:00.000003,32.218,0
Control,p1,2016-04-03 22:14:59.999997,32.018,0
Control,p1,2016-04-03 22:30:00,31.816,0
Control,p1,2016-04-03 22:45:00.000003,31.816,0
Control,p1,2016-04-03 22:59:59.999997,31.617,0
Control,p1,2016-04-03 23:15:00,31.617,0
Control,p1,2016-04-03 23:30:00.000003,32.218,0
Control,p1,2016-04-03 23:44:59.999997,34.394,0
Control,p1,2016-04-04 00:00:00,33.805,0
Control,p1,2016-04-04 00:15:00.000003,32.418,0
Control,p1,2016-04-04 00:29:59.999997,31.617,0
Control,p1,2016-04-04 00:45:00,31.213,0
Control,p1,2016-04-04 01:00:00.000003,31.213,0
Control,p1,2016-04-04 01:14:59.999997,31.213,0
Control,p1,2016-04-04 01:30:00,31.415,0
Control,p1,2016-04-04 01:45:00.000003,32.815,0
Control,p1,2016-04-04 01:59:59.999997,32.617,0
Control,p1,2016-04-04 02:15:00,32.815,0
Control,p1,2016-04-04 02:30:00.000003,33.607,0
Control,p1,2016-04-04 02:44:59.999997,34.786,0
Control,p1,2016-04-04 03:00:00,34.59,0
Control,p1,2016-04-04 03:15:00.000003,34.981,0
Control,p1,2016-04-04 03:29:59.999997,36.338,0
Control,p1,2016-04-04 03:45:00,35.758,0
Control,p1,2016-04-04 04:00:00.000003,37.679,0
Control,p1,2016-04-04 04:14:59.999997,39.947,0
Control,p1,2016-04-04 04:30:00,40.134,0
Control,p1,2016-04-04 04:45:00.000003,40.134,0
Control,p1,2016-04-04 04:59:59.999997,41.439,0
Control,p1,2016-04-04 05:15:00,42.732,0
Control,p1,2016-04-04 05:30:00.000003,43.831,0
Control,p1,2016-04-04 05:44:59.999997,44.379,0
Control,p1,2016-04-04 06:00:00,44.195,0
Control,p1,2016-04-04 06:15:00.000003,43.831,0
Control,p1,2016-04-04 06:29:59.999997,41.994,12
Control,p1,2016-04-04 06:45:00,40.321,55
Control,p1,2016-04-04 07:00:00.000003,40.134,126
Control,p1,2016-04-04 07:14:59.999997,41.067,272
Control,p1,2016-04-04 07:30:00,43.831,400
Control,p1,2016-04-04 07:45:00.000003,46.728,1024
Control,p1,2016-04-04 07:59:59.999997,50.29,864
Control,p1,2016-04-04 08:15:00,50.995,672
Control,p1,2016-04-04 08:30:00.000003,54.495,1472
Control,p1,2016-04-04 08:44:59.999997,56.577,1664
Control,p1,2016-04-04 09:00:00,57.614,1280
Control,p1,2016-04-04 09:15:00.000003,59.68,2048
Control,p1,2016-04-04 09:29:59.999997,59.508,1728
Control,p1,2016-04-04 09:45:00,62.598,4352
Control,p1,2016-04-04 10:00:00.000003,63.797,2688
Control,p1,2016-04-04 10:14:59.999997,74.964,11264
Control,p1,2016-04-04 10:30:00,82.864,10240
Control,p1,2016-04-04 10:45:00.000003,85.374,6912
Control,p1,2016-04-04 10:59:59.999997,99.885,15360
Control,p1,2016-04-04 11:15:00,103.512,12800
Control,p1,2016-04-04 11:30:00.000003,103.923,10752
Control,p1,2016-04-04 11:44:59.999997,103.923,14848
Control,p1,2016-04-04 12:00:00,96.555,6912
Control,p1,2016-04-04 12:15:00.000003,100.083,10240
Control,p1,2016-04-04 12:29:59.999997,103.923,11776
Control,p1,2016-04-04 12:45:00,95.59,8192
Control,p1,2016-04-04 13:00:00.000003,96.748,13312
Control,p1,2016-04-04 13:14:59.999997,105.161,8192
Control,p1,2016-04-04 13:30:00,97.72,7424
Control,p1,2016-04-04 13:45:00.000003,92.174,6400
Control,p1,2016-04-04 13:59:59.999997,89.2,5632
Control,p1,2016-04-04 14:15:00,85.915,4608
Control,p1,2016-04-04 14:30:00.000003,83.579,3584
Control,p1,2016-04-04 14:44:59.999997,76.006,2048
Control,p1,2016-04-04 15:00:00,71.856,1152
Control,p1,2016-04-04 15:15:00.000003,68.421,896
Control,p1,2016-04-04 15:29:59.999997,66.537,864
Control,p1,2016-04-04 15:45:00,67.564,1536
Control,p1,2016-04-04 16:00:00.000003,67.564,1408
Control,p1,2016-04-04 16:14:59.999997,65.68,800
Control,p1,2016-04-04 16:30:00,61.569,704
Control,p1,2016-04-04 16:45:00.000003,60.195,608
Control,p1,2016-04-04 16:59:59.999997,58.993,464
Control,p1,2016-04-04 17:15:00,57.785,608
Control,p1,2016-04-04 17:30:00.000003,57.096,1088
Control,p1,2016-04-04 17:44:59.999997,58.303,1152
Control,p1,2016-04-04 18:00:00,56.23,248
Control,p1,2016-04-04 18:15:00.000003,55.364,368
Control,p1,2016-04-04 18:29:59.999997,53.623,80
Control,p1,2016-04-04 18:45:00,52.225,35
Control,p1,2016-04-04 19:00:00.000003,51.699,6
Control,p1,2016-04-04 19:14:59.999997,51.523,1
Control,p1,2016-04-04 19:30:00,51.172,0
Control,p1,2016-04-04 19:45:00.000003,50.819,0
Control,p1,2016-04-04 19:59:59.999997,50.466,0
Control,p1,2016-04-04 20:15:00,50.29,0
Control,p1,2016-04-04 20:30:00.000003,50.29,0
Control,p1,2016-04-04 20:44:59.999997,50.466,0
Control,p1,2016-04-04 21:00:00,50.819,0
Control,p1,2016-04-04 21:15:00.000003,50.995,0
Control,p1,2016-04-04 21:29:59.999997,48.339,0
Control,p1,2016-04-04 21:45:00,46.728,0
Control,p1,2016-04-04 22:00:00.000003,45.104,0
Control,p1,2016-04-04 22:14:59.999997,44.195,0
Control,p1,2016-04-04 22:30:00,43.648,0
Control,p1,2016-04-04 22:45:00.000003,43.099,0
Control,p1,2016-04-04 22:59:59.999997,42.732,0
Control,p1,2016-04-04 23:15:00,42.363,0
Control,p1,2016-04-04 23:30:00.000003,41.625,0
Control,p1,2016-04-04 23:44:59.999997,41.254,0
Control,p1,2016-04-05 00:00:00,40.881,0
Control,p1,2016-04-05 00:15:00.000003,39.947,0
Control,p1,2016-04-05 00:29:59.999997,39.384,0
Control,p1,2016-04-05 00:45:00,39.007,0
Control,p1,2016-04-05 01:00:00.000003,38.629,0
Control,p1,2016-04-05 01:14:59.999997,37.87,0
Control,p1,2016-04-05 01:30:00,37.87,0
Control,p1,2016-04-05 01:45:00.000003,37.297,0
Control,p1,2016-04-05 01:59:59.999997,36.914,0
Control,p1,2016-04-05 02:15:00,36.914,0
Control,p1,2016-04-05 02:30:00.000003,36.723,0
Control,p1,2016-04-05 02:44:59.999997,36.531,0
Control,p1,2016-04-05 03:00:00,35.951,0
Control,p1,2016-04-05 03:15:00.000003,35.564,0
Control,p1,2016-04-05 03:29:59.999997,35.564,0
Control,p1,2016-04-05 03:45:00,35.37,0
Control,p1,2016-04-05 04:00:00.000003,34.786,0
Control,p1,2016-04-05 04:14:59.999997,34.786,0
Control,p1,2016-04-05 04:30:00,34.59,0
Control,p1,2016-04-05 04:45:00.000003,34.786,0
Control,p1,2016-04-05 04:59:59.999997,35.175,0
Control,p1,2016-04-05 05:15:00,34.981,0
Control,p1,2016-04-05 05:30:00.000003,34.394,0
Control,p1,2016-04-05 05:44:59.999997,34.002,0
Control,p1,2016-04-05 06:00:00,33.607,0
Control,p1,2016-04-05 06:15:00.000003,33.013,0
Control,p1,2016-04-05 06:29:59.999997,33.013,6
Control,p1,2016-04-05 06:45:00,33.411,22
Control,p1,2016-04-05 07:00:00.000003,33.411,70
Control,p1,2016-04-05 07:14:59.999997,33.607,216
Control,p1,2016-04-05 07:30:00,34.198,304
Control,p1,2016-04-05 07:45:00.000003,34.198,512
Control,p1,2016-04-05 07:59:59.999997,35.564,768
Control,p1,2016-04-05 08:15:00,34.786,576
Control,p1,2016-04-05 08:30:00.000003,34.198,608
Control,p1,2016-04-05 08:44:59.999997,34.394,800
Control,p1,2016-04-05 09:00:00,37.679,2560
Control,p1,2016-04-05 09:15:00.000003,43.099,2432
Control,p1,2016-04-05 09:29:59.999997,43.282,2688
Control,p1,2016-04-05 09:45:00,43.831,3840
Control,p1,2016-04-05 10:00:00.000003,45.828,8704
Control,p1,2016-04-05 10:14:59.999997,60.368,8704
Control,p1,2016-04-05 10:30:00,72.891,9728
Control,p1,2016-04-05 10:45:00.000003,69.107,11264
Control,p1,2016-04-05 10:59:59.999997,83.043,17408
